N°,Site,Longitude,Latitude,Altitude,Ic,Classe_Ic
1,Tumbwe,27.39875802,-11.4793703,1356,1.03,Dur
2,Tumbwe,27.39861045,-11.47815133,1354,27.39,Dur
3,Tumbwe,27.39939522,-11.47675851,1354,1.54,Dur
4,Tumbwe,27.39998719,-11.47520542,1354,1.08,Dur
5,Tumbwe,27.40055754,-11.47422592,1353,1.36,Dur
6,Tumbwe,27.39946232,-11.47347662,1352,1.19,Dur
7,Tumbwe,27.39789671,-11.47268324,1353,1.47,Dur
8,Tumbwe,27.39616013,-11.47323445,1352,1.96,Dur
9,Tumbwe,27.39513683,-11.47333966,1352,0.72,Terne
10,Tumbwe,27.39444442,-11.47464961,1350,0.65,Terne
11,Tumbwe,27.39375011,-11.47580499,1348,1.03,Dur
12,Tumbwe,27.39372604,-11.47581763,1344,0.56,Terne
13,Tumbwe,27.39211641,-11.47875895,1339,1.12,Dur
14,Tumbwe,27.41268803,-11.47666867,1397,3.86,Dur
15,Tumbwe,27.39064046,-11.47224959,1345,1.19,Dur
16,Tumbwe,27.39071789,-11.47409546,1341,0.76,Mi-dur
17,Tumbwe,27.3909156,-11.47302131,1344,1.19,Dur
18,Tumbwe,27.39214688,-11.47174189,1349,1.78,Dur
19,Tumbwe,27.39377112,-11.47008334,1354,1.77,Dur
20,Tumbwe,27.39014926,-11.47088197,1347,45.19,Dur
21,Tumbwe,27.38936027,-11.47178689,1341,-0.79,Liquide
22,Tumbwe,27.38786625,-11.47507487,1335,1.38,Dur
23,Tumbwe,27.3870245,-11.47636921,1334,3.22,Dur
24,Tumbwe,27.38623465,-11.47538451,1331,1.35,Dur
25,Tumbwe,27.38622541,-11.47533026,1331,1.66,Dur
26,Tumbwe,27.38622541,-11.47533026,1331,1.03,Dur
27,Tumbwe,27.38346977,-11.47838156,1328,2.03,Dur
28,Tumbwe,27.38503506,-11.46972484,1334,0.77,Mi-dur
29,Tumbwe,27.38498932,-11.46979725,1334,1.05,Dur
30,Tumbwe,27.38827963,-11.47117015,1342,0.67,Terne
31,Tumbwe,27.39048283,-11.474624,1339.391,1.03,Dur
32,Tumbwe,27.39048268,-11.47462409,1339.389,27.39,Dur
33,Tumbwe,27.39047205,-11.47463218,1339.018,1.54,Dur
34,Tumbwe,27.39050107,-11.47466987,1338.472,1.08,Dur
35,Tumbwe,27.39051908,-11.47468562,1338.486,1.36,Dur
36,Tumbwe,27.39054184,-11.47470605,1338.365,1.19,Dur
37,Tumbwe,27.39056495,-11.47474201,1338.301,1.47,Dur
38,Tumbwe,27.39059609,-11.47477449,1338.4,1.96,Dur
39,Tumbwe,27.39062027,-11.4747919,1338.417,0.72,Terne
40,Tumbwe,27.39064785,-11.47481085,1338.513,0.65,Terne
41,Tumbwe,27.390672,-11.47482983,1338.47,1.03,Dur
42,Tumbwe,27.39069685,-11.47484922,1338.495,0.56,Terne
43,Tumbwe,27.39072026,-11.4748634,1338.34,1.12,Dur
44,Tumbwe,27.39074777,-11.47488096,1338.337,3.86,Dur
45,Tumbwe,27.39076032,-11.47489183,1338.818,1.19,Dur
46,Tumbwe,27.39078824,-11.47490991,1338.771,0.76,Mi-dur
47,Tumbwe,27.39081465,-11.47492987,1338.653,1.19,Dur
48,Tumbwe,27.39084047,-11.47494821,1338.491,1.78,Dur
49,Tumbwe,27.39086784,-11.47496751,1338.736,1.77,Dur
50,Tumbwe,27.39089259,-11.47498557,1338.674,45.19,Dur
51,Tumbwe,27.39091925,-11.47500305,1338.507,-0.79,Liquide
52,Tumbwe,27.39095858,-11.47502906,1338.522,1.38,Dur
53,Tumbwe,27.39098322,-11.47504892,1338.867,3.22,Dur
54,Tumbwe,27.39100829,-11.47506758,1338.884,1.35,Dur
55,Tumbwe,27.39104788,-11.47509526,1338.518,1.66,Dur
56,Tumbwe,27.3910746,-11.47511367,1338.585,1.03,Dur
57,Tumbwe,27.3911026,-11.47513086,1338.755,2.03,Dur
58,Tumbwe,27.39112769,-11.4751527,1338.915,0.77,Mi-dur
59,Tumbwe,27.39116685,-11.47517977,1338.585,1.05,Dur
60,Tumbwe,27.39119109,-11.47519707,1338.575,0.67,Terne
61,Tumbwe,27.39121785,-11.47521539,1338.597,1.03,Dur
62,Tumbwe,27.39124553,-11.47523456,1338.895,27.39,Dur
63,Tumbwe,27.39127217,-11.47525296,1338.806,1.54,Dur
64,Tumbwe,27.39129858,-11.47527305,1338.834,1.08,Dur
65,Tumbwe,27.39133819,-11.47530102,1338.653,1.36,Dur
66,Tumbwe,27.39136404,-11.47531795,1338.627,1.19,Dur
67,Tumbwe,27.39138934,-11.47533664,1338.7,1.47,Dur
68,Tumbwe,27.39141667,-11.47535519,1338.797,1.96,Dur
69,Tumbwe,27.39144435,-11.47537447,1338.836,0.72,Terne
70,Tumbwe,27.3914697,-11.47539329,1338.845,0.65,Terne
71,Tumbwe,27.39149592,-11.4754115,1338.935,1.03,Dur
72,Tumbwe,27.391522,-11.47543128,1339.158,0.56,Terne
73,Tumbwe,27.39154746,-11.47544921,1339.205,1.12,Dur
74,Tumbwe,27.39157368,-11.47546789,1339.226,3.86,Dur
75,Tumbwe,27.39161322,-11.47549441,1338.868,1.19,Dur
76,Tumbwe,27.39163811,-11.47551368,1338.924,0.76,Mi-dur
77,Tumbwe,27.39167769,-11.47554182,1338.94,1.19,Dur
78,Tumbwe,27.39170133,-11.47556004,1338.994,1.78,Dur
79,Tumbwe,27.39174099,-11.47558791,1338.976,1.77,Dur
80,Tumbwe,27.39178431,-11.47561715,1339.016,45.19,Dur
81,Tumbwe,27.39180833,-11.47563746,1339.012,-0.79,Liquide
82,Tumbwe,27.39184568,-11.47566912,1339.1,1.38,Dur
83,Tumbwe,27.39188529,-11.47569923,1339.119,3.22,Dur
84,Tumbwe,27.39191235,-11.47571673,1339.145,1.35,Dur
85,Tumbwe,27.39195233,-11.47574364,1339.144,1.66,Dur
86,Tumbwe,27.39197634,-11.47576183,1339.289,1.03,Dur
87,Tumbwe,27.39201629,-11.47579051,1339.211,2.03,Dur
88,Tumbwe,27.39205617,-11.47581937,1339.238,0.77,Mi-dur
89,Tumbwe,27.39209687,-11.47584802,1339.235,1.05,Dur
90,Tumbwe,27.39213758,-11.47587681,1339.281,0.67,Terne
91,Tumbwe,27.39216256,-11.47589393,1339.367,1.03,Dur
92,Tumbwe,27.39220123,-11.47591927,1339.366,27.39,Dur
93,Tumbwe,27.39224053,-11.47594676,1339.342,1.54,Dur
94,Tumbwe,27.39226728,-11.47596602,1339.584,1.08,Dur
95,Tumbwe,27.39230625,-11.47599272,1339.439,1.36,Dur
96,Tumbwe,27.39234745,-11.47602111,1339.493,1.19,Dur
97,Tumbwe,27.39237391,-11.47603906,1339.519,1.47,Dur
98,Tumbwe,27.39240018,-11.47605669,1339.574,1.96,Dur
99,Tumbwe,27.39242798,-11.47607524,1339.784,0.72,Terne
100,Tumbwe,27.39245524,-11.47609326,1339.777,0.65,Terne
101,Tumbwe,27.3924836,-11.47611272,1339.936,1.03,Dur
102,Tumbwe,27.39251143,-11.47613111,1340.032,0.56,Terne
103,Tumbwe,27.3925515,-11.47615644,1339.821,1.12,Dur
104,Tumbwe,27.39257832,-11.47617323,1339.828,3.86,Dur
105,Tumbwe,27.39261667,-11.47619642,1339.809,1.19,Dur
106,Tumbwe,27.392642,-11.47621446,1340.093,0.76,Mi-dur
107,Tumbwe,27.39268164,-11.47624092,1339.952,1.19,Dur
108,Tumbwe,27.3927235,-11.47626677,1340.15,1.78,Dur
109,Tumbwe,27.39274912,-11.47628323,1340.132,1.77,Dur
110,Tumbwe,27.39277546,-11.47629817,1340.192,45.19,Dur
111,Tumbwe,27.39280253,-11.47631426,1340.461,-0.79,Liquide
112,Tumbwe,27.39286799,-11.47634993,1340.303,1.38,Dur
113,Tumbwe,27.3929429,-11.47639541,1340.483,3.22,Dur
114,Tumbwe,27.39300393,-11.47643337,1340.668,1.35,Dur
115,Tumbwe,27.39302803,-11.47644699,1340.724,1.66,Dur
116,Tumbwe,27.39306704,-11.47646853,1340.816,1.03,Dur
117,Tumbwe,27.39310767,-11.47649154,1340.925,2.03,Dur
118,Tumbwe,27.39314753,-11.47651224,1341.095,0.77,Mi-dur
119,Tumbwe,27.39317267,-11.47652699,1341.127,1.05,Dur
120,Tumbwe,27.39319908,-11.47654156,1341.35,0.67,Terne
121,Tumbwe,27.39323908,-11.47656131,1341.24,1.03,Dur
122,Tumbwe,27.39336194,-11.476379,1341.025,27.39,Dur
123,Tumbwe,27.39327982,-11.47658283,1341.369,1.54,Dur
124,Tumbwe,27.39330559,-11.47659677,1341.492,1.08,Dur
125,Tumbwe,27.39334693,-11.47661751,1341.443,1.36,Dur
126,Tumbwe,27.39338816,-11.47663949,1341.757,1.19,Dur
127,Tumbwe,27.39342728,-11.47665974,1341.836,1.47,Dur
128,Tumbwe,27.39346868,-11.47667325,1341.74,1.96,Dur
129,Tumbwe,27.39351052,-11.47669195,1342.327,0.72,Terne
130,Tumbwe,27.3935474,-11.47670958,1341.987,0.65,Terne
131,Tumbwe,27.39360094,-11.47673291,1342.051,1.03,Dur
132,Tumbwe,27.39364112,-11.4767521,1342.22,0.56,Terne
133,Tumbwe,27.39368116,-11.47677158,1342.316,1.12,Dur
134,Tumbwe,27.39372012,-11.47679463,1342.583,3.86,Dur
135,Tumbwe,27.39385901,-11.47649727,1342.89,1.19,Dur
136,Tumbwe,27.39374714,-11.47681013,1342.882,0.76,Mi-dur
137,Tumbwe,27.39379004,-11.47682934,1342.838,1.19,Dur
138,Tumbwe,27.39381815,-11.4768392,1342.808,1.78,Dur
139,Tumbwe,27.39386063,-11.4768597,1342.983,1.77,Dur
140,Tumbwe,27.39388766,-11.47687081,1343.149,45.19,Dur
141,Tumbwe,27.39393355,-11.47688594,1343.505,-0.79,Liquide
142,Tumbwe,27.39399136,-11.47690379,1343.283,1.38,Dur
143,Tumbwe,27.39403383,-11.47692411,1343.519,3.22,Dur
144,Tumbwe,27.3940592,-11.47693533,1343.523,1.35,Dur
145,Tumbwe,27.39423866,-11.47653095,1343.124,1.66,Dur
146,Tumbwe,27.39410207,-11.47695238,1343.697,1.03,Dur
147,Tumbwe,27.39413278,-11.47696388,1344.064,2.03,Dur
148,Tumbwe,27.39418866,-11.4769853,1343.953,0.77,Mi-dur
149,Tumbwe,27.39422487,-11.4770072,1344.124,1.05,Dur
150,Tumbwe,27.39425313,-11.47701932,1344.384,0.67,Terne
151,Tumbwe,27.39429497,-11.47703547,1344.303,1.03,Dur
152,Tumbwe,27.3943392,-11.47705211,1344.439,27.39,Dur
153,Tumbwe,27.3943673,-11.47706132,1344.578,1.54,Dur
154,Tumbwe,27.39441053,-11.47707729,1344.751,1.08,Dur
155,Tumbwe,27.39445295,-11.47709465,1344.83,1.36,Dur
156,Tumbwe,27.39447965,-11.47710501,1345.119,1.19,Dur
157,Tumbwe,27.39452055,-11.47711718,1345.019,1.47,Dur
158,Tumbwe,27.39471232,-11.47662706,1345.958,1.96,Dur
159,Tumbwe,27.39456286,-11.47713301,1345.134,0.72,Terne
160,Tumbwe,27.39460611,-11.47714791,1345.208,0.65,Terne
161,Tumbwe,27.39464832,-11.4771614,1345.327,1.03,Dur
162,Tumbwe,27.39469195,-11.47717535,1345.442,0.56,Terne
163,Tumbwe,27.39472012,-11.47718474,1345.664,1.12,Dur
164,Tumbwe,27.39476383,-11.47719911,1345.767,3.86,Dur
165,Tumbwe,27.39479118,-11.47720803,1345.721,1.19,Dur
166,Tumbwe,27.39483469,-11.47722127,1345.718,0.76,Mi-dur
167,Tumbwe,27.39486466,-11.47722788,1346.173,1.19,Dur
168,Tumbwe,27.39492325,-11.4772429,1346.117,1.78,Dur
169,Tumbwe,27.39494678,-11.47725133,1346.124,1.77,Dur
170,Tumbwe,27.39499035,-11.47726373,1346.149,45.19,Dur
171,Tumbwe,27.39503135,-11.47727906,1346.227,-0.79,Liquide
172,Tumbwe,27.39508946,-11.47729841,1346.348,1.38,Dur
173,Tumbwe,27.39513626,-11.47731304,1346.69,3.22,Dur
174,Tumbwe,27.39516363,-11.47732076,1346.777,1.35,Dur
175,Tumbwe,27.39521992,-11.47733743,1346.643,1.66,Dur
176,Tumbwe,27.39526167,-11.47735396,1346.828,1.03,Dur
177,Tumbwe,27.39528892,-11.47736706,1347.305,2.03,Dur
178,Tumbwe,27.39532863,-11.47738103,1347.092,0.77,Mi-dur
179,Tumbwe,27.39537033,-11.47739313,1347.071,1.05,Dur
180,Tumbwe,27.39541646,-11.47740297,1347.315,0.67,Terne
181,Tumbwe,27.3954564,-11.47741752,1347.475,1.03,Dur
182,Tumbwe,27.39549446,-11.477432,1347.459,27.39,Dur
183,Tumbwe,27.3955379,-11.47744732,1347.545,1.54,Dur
184,Tumbwe,27.39556589,-11.4774568,1347.753,1.08,Dur
185,Tumbwe,27.39560843,-11.47747052,1347.68,1.36,Dur
186,Tumbwe,27.39565377,-11.47748462,1347.857,1.19,Dur
187,Tumbwe,27.3956818,-11.47749408,1347.997,1.47,Dur
188,Tumbwe,27.39572547,-11.47750879,1347.978,1.96,Dur
189,Tumbwe,27.39576889,-11.4775227,1348.055,0.72,Terne
190,Tumbwe,27.39579708,-11.47753145,1348.169,0.65,Terne
191,Tumbwe,27.39582679,-11.47754056,1348.473,1.03,Dur
192,Tumbwe,27.39587103,-11.47755581,1348.679,0.56,Terne
193,Tumbwe,27.39591094,-11.47756055,1348.23,1.12,Dur
194,Tumbwe,27.39595227,-11.4775732,1348.411,3.86,Dur
195,Tumbwe,27.39598145,-11.47758407,1348.69,1.19,Dur
196,Tumbwe,27.39602428,-11.47759637,1348.561,0.76,Mi-dur
197,Tumbwe,27.39605252,-11.47760522,1348.602,1.19,Dur
198,Tumbwe,27.3960799,-11.47761392,1348.747,1.78,Dur
199,Tumbwe,27.39610909,-11.47762465,1349.027,1.77,Dur
200,Tumbwe,27.3961495,-11.47763904,1348.978,45.19,Dur
201,Tumbwe,27.39622628,-11.47766227,1348.964,-0.79,Liquide
202,Tumbwe,27.39626965,-11.47767673,1349.104,1.38,Dur
203,Tumbwe,27.39633031,-11.47769603,1349.216,3.22,Dur
204,Tumbwe,27.39637529,-11.47770892,1349.29,1.35,Dur
205,Tumbwe,27.39640504,-11.47771969,1349.723,1.66,Dur
206,Tumbwe,27.39646005,-11.47773666,1349.378,1.03,Dur
207,Tumbwe,27.39648949,-11.47774674,1349.507,2.03,Dur
208,Tumbwe,27.39651966,-11.47775652,1349.772,0.77,Mi-dur
209,Tumbwe,27.39654815,-11.47776759,1349.974,1.05,Dur
210,Tumbwe,27.39658965,-11.4777814,1349.809,0.67,Terne
211,Tumbwe,27.39662886,-11.47779315,1349.809,1.03,Dur
212,Tumbwe,27.39667154,-11.47780602,1349.924,27.39,Dur
213,Tumbwe,27.39669765,-11.47781434,1350.043,1.54,Dur
214,Tumbwe,27.39673934,-11.47782814,1350.07,1.08,Dur
215,Tumbwe,27.39680374,-11.47784839,1350.143,1.36,Dur
216,Tumbwe,27.39684075,-11.47785862,1350.15,1.19,Dur
217,Tumbwe,27.39689597,-11.47787701,1350.332,1.47,Dur
218,Tumbwe,27.39693463,-11.4778898,1350.309,1.96,Dur
219,Tumbwe,27.39696315,-11.47790031,1350.648,0.72,Terne
220,Tumbwe,27.39700227,-11.47791162,1350.453,0.65,Terne
221,Tumbwe,27.39705715,-11.47792862,1350.621,1.03,Dur
222,Tumbwe,27.39709993,-11.47794332,1350.608,0.56,Terne
223,Tumbwe,27.39715609,-11.47796199,1350.702,1.12,Dur
224,Tumbwe,27.39718392,-11.47796911,1350.785,3.86,Dur
225,Tumbwe,27.39722656,-11.47798345,1350.835,1.19,Dur
226,Tumbwe,27.39728635,-11.47800145,1351.041,0.76,Mi-dur
227,Tumbwe,27.39732811,-11.47801616,1351.024,1.19,Dur
228,Tumbwe,27.39737087,-11.47802893,1351.089,1.78,Dur
229,Tumbwe,27.39741351,-11.478043,1351.187,1.77,Dur
230,Tumbwe,27.39745785,-11.47805713,1351.246,45.19,Dur
231,Tumbwe,27.39750299,-11.47807132,1351.234,-0.79,Liquide
232,Tumbwe,27.39754579,-11.47808173,1351.313,1.38,Dur
233,Tumbwe,27.39758881,-11.47809762,1351.556,3.22,Dur
234,Tumbwe,27.39765596,-11.47812159,1351.831,1.35,Dur
235,Tumbwe,27.39769429,-11.47813286,1351.66,1.66,Dur
236,Tumbwe,27.3977313,-11.47814298,1351.688,1.03,Dur
237,Tumbwe,27.39777268,-11.47815669,1351.729,2.03,Dur
238,Tumbwe,27.39781656,-11.47817018,1351.802,0.77,Mi-dur
239,Tumbwe,27.39785828,-11.47818473,1351.742,1.05,Dur
240,Tumbwe,27.39791738,-11.47820327,1352.074,0.67,Terne
241,Tumbwe,27.39797212,-11.47822282,1352.005,1.03,Dur
242,Tumbwe,27.39801313,-11.4782361,1352.08,27.39,Dur
243,Tumbwe,27.39804144,-11.4782451,1352.147,1.54,Dur
244,Tumbwe,27.39806983,-11.47825448,1352.409,1.08,Dur
245,Tumbwe,27.39810836,-11.47826806,1352.256,1.36,Dur
246,Tumbwe,27.39814518,-11.47827876,1352.249,1.19,Dur
247,Tumbwe,27.39818772,-11.47829274,1352.114,1.47,Dur
248,Tumbwe,27.39825372,-11.47831396,1352.648,1.96,Dur
249,Tumbwe,27.39815144,-11.47848343,1352.562,0.72,Terne
250,Tumbwe,27.39814708,-11.47851654,1352.295,0.65,Terne
251,Tumbwe,27.3981492,-11.47855805,1352.359,1.03,Dur
252,Tumbwe,27.39815233,-11.47860097,1352.376,0.56,Terne
253,Tumbwe,27.39814684,-11.47862723,1352.633,1.12,Dur
254,Tumbwe,27.39814906,-11.47866057,1352.78,3.86,Dur
255,Tumbwe,27.39815536,-11.47870436,1352.495,1.19,Dur
256,Tumbwe,27.39817457,-11.47874581,1352.511,0.76,Mi-dur
257,Tumbwe,27.39819114,-11.47876851,1352.661,1.19,Dur
258,Tumbwe,27.39820862,-11.47879478,1352.884,1.78,Dur
259,Tumbwe,27.39822452,-11.47882302,1352.999,1.77,Dur
260,Tumbwe,27.39824741,-11.47885853,1352.819,45.19,Dur
261,Tumbwe,27.39826442,-11.47888337,1352.812,-0.79,Liquide
262,Tumbwe,27.39828466,-11.47890451,1353.036,1.38,Dur
263,Tumbwe,27.39831582,-11.47893855,1352.746,3.22,Dur
264,Tumbwe,27.39833155,-11.47895946,1352.896,1.35,Dur
265,Tumbwe,27.39835251,-11.47898654,1353.252,1.66,Dur
266,Tumbwe,27.39837481,-11.47900643,1353.248,1.03,Dur
267,Tumbwe,27.39840256,-11.47903704,1352.842,2.03,Dur
268,Tumbwe,27.39843019,-11.47906781,1353.014,0.77,Mi-dur
269,Tumbwe,27.39844947,-11.4790888,1353.252,1.05,Dur
270,Tumbwe,27.39847014,-11.4791124,1353.456,0.67,Terne
271,Tumbwe,27.3984932,-11.47914593,1353.362,1.03,Dur
272,Tumbwe,27.39851058,-11.47918214,1353.311,27.39,Dur
273,Tumbwe,27.3985257,-11.47920202,1353.578,1.54,Dur
274,Tumbwe,27.39853796,-11.47923572,1353.204,1.08,Dur
275,Tumbwe,27.39853874,-11.47926248,1353.51,1.36,Dur
276,Tumbwe,27.39853787,-11.4792946,1353.149,1.19,Dur
277,Tumbwe,27.39851989,-11.47931552,1353.571,1.47,Dur
278,Tumbwe,27.39845711,-11.47935853,1353.085,1.96,Dur
279,Tumbwe,27.39846071,-11.47941039,1353.118,0.72,Terne
280,Tumbwe,27.39852202,-11.47940621,1353.222,0.65,Terne
281,Tumbwe,27.39859437,-11.47937068,1353.049,1.03,Dur
282,Tumbwe,27.39867637,-11.47937384,1353.411,0.56,Terne
283,Tumbwe,27.39875819,-11.4793683,1353.674,1.12,Dur
284,Tumbwe,27.39876182,-11.47931762,1353.681,3.86,Dur
285,Tumbwe,27.39872878,-11.47930883,1353.542,1.19,Dur
286,Tumbwe,27.39868978,-11.47931043,1353.44,0.76,Mi-dur
287,Tumbwe,27.39866693,-11.47930553,1353.252,1.19,Dur
288,Tumbwe,27.39864342,-11.47929012,1353.407,1.78,Dur
289,Tumbwe,27.39863201,-11.47926993,1353.491,1.77,Dur
290,Tumbwe,27.39861834,-11.47923913,1353.624,45.19,Dur
291,Tumbwe,27.39859845,-11.47920871,1353.273,-0.79,Liquide
292,Tumbwe,27.39858524,-11.47918475,1353.652,1.38,Dur
293,Tumbwe,27.39855175,-11.47914264,1353.445,3.22,Dur
294,Tumbwe,27.39853537,-11.47912583,1353.412,1.35,Dur
295,Tumbwe,27.39851112,-11.47909881,1353.137,1.66,Dur
296,Tumbwe,27.39849195,-11.47907902,1353.199,1.03,Dur
297,Tumbwe,27.39843569,-11.47902719,1352.752,2.03,Dur
298,Tumbwe,27.3983918,-11.47898404,1352.83,0.77,Mi-dur
299,Tumbwe,27.39835615,-11.47894142,1352.777,1.05,Dur
300,Tumbwe,27.3983157,-11.47889582,1352.757,0.67,Terne
301,Tumbwe,27.39828082,-11.47885693,1352.939,1.03,Dur
302,Tumbwe,27.39825971,-11.47881657,1352.544,27.39,Dur
303,Tumbwe,27.39824555,-11.47879459,1352.707,1.54,Dur
304,Tumbwe,27.39822003,-11.47875022,1352.598,1.08,Dur
305,Tumbwe,27.39819568,-11.47870825,1352.465,1.36,Dur
306,Tumbwe,27.39817942,-11.4786639,1352.541,1.19,Dur
307,Tumbwe,27.39816531,-11.47860542,1352.531,1.47,Dur
308,Tumbwe,27.39816276,-11.47856814,1352.398,1.96,Dur
309,Tumbwe,27.39816062,-11.47852282,1352.29,0.72,Terne
310,Tumbwe,27.39816236,-11.47846357,1352.334,0.65,Terne
311,Tumbwe,27.39817519,-11.47842917,1352.401,1.03,Dur
312,Tumbwe,27.3982089,-11.47840784,1352.454,0.56,Terne
313,Tumbwe,27.39823274,-11.47840297,1352.346,1.12,Dur
314,Tumbwe,27.39825552,-11.47840124,1352.739,3.86,Dur
315,Tumbwe,27.39829169,-11.47841133,1352.54,1.19,Dur
316,Tumbwe,27.39831716,-11.47841959,1352.739,0.76,Mi-dur
317,Tumbwe,27.39835347,-11.47843211,1352.57,1.19,Dur
318,Tumbwe,27.39839353,-11.47844443,1352.608,1.78,Dur
319,Tumbwe,27.39843225,-11.47845694,1352.636,1.77,Dur
320,Tumbwe,27.39851419,-11.47835834,1353.026,45.19,Dur
321,Tumbwe,27.39851508,-11.47835742,1353.025,-0.79,Liquide
322,Tumbwe,27.39851922,-11.47834638,1353.008,1.38,Dur
323,Tumbwe,27.39853476,-11.47831421,1353.102,3.22,Dur
324,Tumbwe,27.39854739,-11.47828481,1353.172,1.35,Dur
325,Tumbwe,27.39855358,-11.47826236,1352.897,1.66,Dur
326,Tumbwe,27.39857904,-11.47820883,1352.774,1.03,Dur
327,Tumbwe,27.39863686,-11.47811894,1352.965,2.03,Dur
328,Tumbwe,27.39866404,-11.47807685,1352.872,0.77,Mi-dur
329,Tumbwe,27.39869346,-11.47803369,1352.814,1.05,Dur
330,Tumbwe,27.39872003,-11.47799166,1352.813,0.67,Terne
331,Tumbwe,27.39875574,-11.47794039,1352.95,1.03,Dur
332,Tumbwe,27.39880447,-11.4778921,1353.31,27.39,Dur
333,Tumbwe,27.39884093,-11.47786086,1352.951,1.54,Dur
334,Tumbwe,27.39889147,-11.47782597,1353.059,1.08,Dur
335,Tumbwe,27.39893458,-11.47776161,1353.149,1.36,Dur
336,Tumbwe,27.39896509,-11.47771598,1353.133,1.19,Dur
337,Tumbwe,27.39897957,-11.47767512,1353.279,1.47,Dur
338,Tumbwe,27.39900109,-11.4776357,1353.333,1.96,Dur
339,Tumbwe,27.39903454,-11.47757003,1353.202,0.72,Terne
340,Tumbwe,27.39906744,-11.47752293,1353.163,0.65,Terne
341,Tumbwe,27.39909101,-11.47745396,1353.273,1.03,Dur
342,Tumbwe,27.39911288,-11.47741421,1353.2,0.56,Terne
343,Tumbwe,27.39913554,-11.47736658,1353.491,1.12,Dur
344,Tumbwe,27.39916296,-11.47730514,1353.918,3.86,Dur
345,Tumbwe,27.39917937,-11.47725024,1353.79,1.19,Dur
346,Tumbwe,27.3992027,-11.4771688,1353.158,0.76,Mi-dur
347,Tumbwe,27.39922652,-11.47712222,1353.053,1.19,Dur
348,Tumbwe,27.39923754,-11.47707497,1353.33,1.78,Dur
349,Tumbwe,27.39927557,-11.47702422,1353.097,1.77,Dur
350,Tumbwe,27.39929656,-11.47696174,1353.063,45.19,Dur
351,Tumbwe,27.3993126,-11.47689482,1353.062,-0.79,Liquide
352,Tumbwe,27.39934192,-11.47684885,1353.335,1.38,Dur
353,Tumbwe,27.39938837,-11.476768,1353.315,3.22,Dur
354,Tumbwe,27.39941517,-11.47672318,1353.296,1.35,Dur
355,Tumbwe,27.39943694,-11.47666795,1353.367,1.66,Dur
356,Tumbwe,27.39948304,-11.47663046,1353.623,1.03,Dur
357,Tumbwe,27.39949281,-11.476552,1353.331,2.03,Dur
358,Tumbwe,27.3994977,-11.47648919,1353.05,0.77,Mi-dur
359,Tumbwe,27.3995126,-11.47640822,1353.153,1.05,Dur
360,Tumbwe,27.39953012,-11.47634075,1353.048,0.67,Terne
361,Tumbwe,27.3995479,-11.47627378,1353.092,1.03,Dur
362,Tumbwe,27.39957377,-11.4762102,1352.981,27.39,Dur
363,Tumbwe,27.39960059,-11.47615922,1353.142,1.54,Dur
364,Tumbwe,27.39962785,-11.47610437,1353,1.08,Dur
365,Tumbwe,27.39965676,-11.47604606,1352.894,1.36,Dur
366,Tumbwe,27.39967611,-11.47599142,1352.728,1.19,Dur
367,Tumbwe,27.39969812,-11.47595452,1352.878,1.47,Dur
368,Tumbwe,27.39972128,-11.47589945,1353.041,1.96,Dur
369,Tumbwe,27.39973785,-11.47582564,1352.976,0.72,Terne
370,Tumbwe,27.39975972,-11.47576049,1353.001,0.65,Terne
371,Tumbwe,27.39978536,-11.47569509,1352.964,1.03,Dur
372,Tumbwe,27.39981013,-11.47563145,1352.805,0.56,Terne
373,Tumbwe,27.39983556,-11.47556335,1352.959,1.12,Dur
374,Tumbwe,27.39985637,-11.47551369,1352.765,3.86,Dur
375,Tumbwe,27.39988621,-11.47544964,1352.596,1.19,Dur
376,Tumbwe,27.39991912,-11.47538525,1352.918,0.76,Mi-dur
377,Tumbwe,27.39994826,-11.47531981,1353.041,1.19,Dur
378,Tumbwe,27.39996234,-11.47527893,1352.784,1.78,Dur
379,Tumbwe,27.39996821,-11.47523648,1353.038,1.77,Dur
380,Tumbwe,27.40000934,-11.47505482,1352.988,45.19,Dur
381,Tumbwe,27.40003524,-11.47501341,1352.756,-0.79,Liquide
382,Tumbwe,27.40006981,-11.47495148,1352.727,1.38,Dur
383,Tumbwe,27.4001166,-11.47489857,1352.719,3.22,Dur
384,Tumbwe,27.40014791,-11.47485233,1352.628,1.35,Dur
385,Tumbwe,27.40019199,-11.47481113,1352.654,1.66,Dur
386,Tumbwe,27.40022665,-11.47476398,1352.503,1.03,Dur
387,Tumbwe,27.40026211,-11.47471737,1352.624,2.03,Dur
388,Tumbwe,27.4002966,-11.47466905,1352.63,0.77,Mi-dur
389,Tumbwe,27.40032134,-11.47461493,1352.531,1.05,Dur
390,Tumbwe,27.4003368,-11.47457428,1352.754,0.67,Terne
391,Tumbwe,27.40037971,-11.47448852,1353.365,1.03,Dur
392,Tumbwe,27.40041051,-11.47443738,1352.666,27.39,Dur
393,Tumbwe,27.40044204,-11.47439242,1352.498,1.54,Dur
394,Tumbwe,27.40048511,-11.47432659,1353.298,1.08,Dur
395,Tumbwe,27.40051275,-11.4742653,1352.228,1.36,Dur
396,Tumbwe,27.40053555,-11.47423602,1352.668,1.19,Dur
397,Tumbwe,27.40058423,-11.47418006,1352.471,1.47,Dur
398,Tumbwe,27.40060385,-11.4741364,1352.291,1.96,Dur
