N°,Site,Longitude,Latitude,Altitude,Ic,Classe_Ic
4200,Tumbwe,27.38859374,-11.47336271,1337.156,0.67,Terne
4201,Tumbwe,27.38566329,-11.47336603,1331.529,1.03,Dur
4202,Tumbwe,27.38844341,-11.47335363,1337.677,27.39,Dur
4203,Tumbwe,27.38856069,-11.47334011,1337.237,1.54,Dur
4204,Tumbwe,27.38840642,-11.47332777,1337.497,1.08,Dur
4205,Tumbwe,27.38562502,-11.47332618,1331.215,1.36,Dur
4206,Tumbwe,27.38561056,-11.47331202,1331.499,1.19,Dur
4207,Tumbwe,27.38836814,-11.47330131,1337.584,1.47,Dur
4208,Tumbwe,27.3809426,-11.47330943,1329.577,1.96,Dur
4209,Tumbwe,27.38848632,-11.47328145,1337.023,0.72,Terne
4210,Tumbwe,27.38832939,-11.47327386,1337.707,0.65,Terne
4211,Tumbwe,27.38557014,-11.47327032,1331.293,1.03,Dur
4212,Tumbwe,27.38830162,-11.47325232,1337.287,0.56,Terne
4213,Tumbwe,27.38843873,-11.47325024,1337.034,1.12,Dur
4214,Tumbwe,27.38378751,-11.47324806,1328.298,3.86,Dur
4215,Tumbwe,27.38840308,-11.47322608,1337.019,1.19,Dur
4216,Tumbwe,27.38552362,-11.47322796,1331.023,0.76,Mi-dur
4217,Tumbwe,27.38825885,-11.47322344,1337.739,1.19,Dur
4218,Tumbwe,27.38712549,-11.4732218,1335.023,1.78,Dur
4219,Tumbwe,27.38835571,-11.4731946,1336.951,1.77,Dur
4220,Tumbwe,27.38705573,-11.47318734,1334.87,45.19,Dur
4221,Tumbwe,27.38235556,-11.47318892,1328.935,-0.79,Liquide
4222,Tumbwe,27.38819021,-11.47317378,1337.103,1.38,Dur
4223,Tumbwe,27.38832019,-11.4731696,1337.01,3.22,Dur
4224,Tumbwe,27.38551498,-11.47317135,1331.078,1.35,Dur
4225,Tumbwe,27.38413067,-11.47316822,1328.131,1.66,Dur
4226,Tumbwe,27.38816523,-11.4731569,1337.009,1.03,Dur
4227,Tumbwe,27.38828467,-11.4731425,1337.011,2.03,Dur
4228,Tumbwe,27.38548832,-11.47313787,1330.949,0.77,Mi-dur
4229,Tumbwe,27.38812414,-11.47312647,1336.943,1.05,Dur
4230,Tumbwe,27.38826141,-11.47312564,1336.898,0.67,Terne
4231,Tumbwe,27.38383063,-11.47311435,1328.892,1.03,Dur
4232,Tumbwe,27.38808331,-11.47309955,1336.867,27.39,Dur
4233,Tumbwe,27.38821404,-11.47309205,1336.818,1.54,Dur
4234,Tumbwe,27.38544653,-11.47309324,1330.895,1.08,Dur
4235,Tumbwe,27.38804483,-11.47307187,1336.872,1.36,Dur
4236,Tumbwe,27.38541594,-11.47306214,1330.89,1.19,Dur
4237,Tumbwe,27.38540491,-11.47304696,1330.594,1.47,Dur
4238,Tumbwe,27.38814181,-11.47303298,1336.754,1.96,Dur
4239,Tumbwe,27.3879969,-11.4730284,1337.205,0.72,Terne
4240,Tumbwe,27.38191406,-11.47301506,1329.189,0.65,Terne
4241,Tumbwe,27.38537052,-11.47300779,1330.405,1.03,Dur
4242,Tumbwe,27.38808811,-11.47300349,1336.761,0.56,Terne
4243,Tumbwe,27.38795976,-11.47300055,1337.023,1.12,Dur
4244,Tumbwe,27.38805334,-11.4729803,1336.709,3.86,Dur
4245,Tumbwe,27.38534755,-11.4729835,1330.707,1.19,Dur
4246,Tumbwe,27.38792688,-11.4729754,1337.176,0.76,Mi-dur
4247,Tumbwe,27.38662943,-11.47297678,1333.937,1.19,Dur
4248,Tumbwe,27.38128056,-11.47297774,1329.562,1.78,Dur
4249,Tumbwe,27.38801868,-11.47295466,1336.646,1.77,Dur
4250,Tumbwe,27.38531706,-11.47294546,1330.527,45.19,Dur
4251,Tumbwe,27.38502699,-11.47294459,1329.714,-0.79,Liquide
4252,Tumbwe,27.38799431,-11.47293919,1336.933,1.38,Dur
4253,Tumbwe,27.38529912,-11.47292151,1330.665,3.22,Dur
4254,Tumbwe,27.38796026,-11.47291436,1336.716,1.35,Dur
4255,Tumbwe,27.38783775,-11.47291432,1336.917,1.66,Dur
4256,Tumbwe,27.38677571,-11.47290225,1334.551,1.03,Dur
4257,Tumbwe,27.38792721,-11.47289064,1336.58,2.03,Dur
4258,Tumbwe,27.38780044,-11.47289015,1336.903,0.77,Mi-dur
4259,Tumbwe,27.38527485,-11.47288278,1330.455,1.05,Dur
4260,Tumbwe,27.38771751,-11.47286352,1336.501,0.67,Terne
4261,Tumbwe,27.38773221,-11.4728582,1336.611,1.03,Dur
4262,Tumbwe,27.38775164,-11.47285802,1336.924,27.39,Dur
4263,Tumbwe,27.38786831,-11.47284659,1336.543,1.54,Dur
4264,Tumbwe,27.38524864,-11.47284736,1330.484,1.08,Dur
4265,Tumbwe,27.3876848,-11.47283885,1336.564,1.36,Dur
4266,Tumbwe,27.38523132,-11.47282245,1330.585,1.19,Dur
4267,Tumbwe,27.38762283,-11.47279854,1336.716,1.47,Dur
4268,Tumbwe,27.38385051,-11.47280017,1328.566,1.96,Dur
4269,Tumbwe,27.38260445,-11.47278783,1329.049,0.72,Terne
4270,Tumbwe,27.38777409,-11.47278083,1336.321,0.65,Terne
4271,Tumbwe,27.38758661,-11.4727736,1336.662,1.03,Dur
4272,Tumbwe,27.3851944,-11.47276895,1330.334,0.56,Terne
4273,Tumbwe,27.38620313,-11.47276621,1333.003,1.12,Dur
4274,Tumbwe,27.38755062,-11.47274667,1336.447,3.86,Dur
4275,Tumbwe,27.3877269,-11.47274565,1336.336,1.19,Dur
4276,Tumbwe,27.38353108,-11.4727485,1329.045,0.76,Mi-dur
4277,Tumbwe,27.38516091,-11.47273528,1330.246,1.19,Dur
4278,Tumbwe,27.38751558,-11.47272246,1336.392,1.78,Dur
4279,Tumbwe,27.38407591,-11.47271928,1328.477,1.77,Dur
4280,Tumbwe,27.38767906,-11.47271146,1336.286,45.19,Dur
4281,Tumbwe,27.38512434,-11.47270036,1330.075,-0.79,Liquide
4282,Tumbwe,27.38745818,-11.47268145,1336.454,1.38,Dur
4283,Tumbwe,27.38510241,-11.4726824,1330.183,3.22,Dur
4284,Tumbwe,27.38742665,-11.47266545,1336.194,1.35,Dur
4285,Tumbwe,27.3876153,-11.47265661,1336.387,1.66,Dur
4286,Tumbwe,27.38506938,-11.47265414,1330.08,1.03,Dur
4287,Tumbwe,27.38161852,-11.47264605,1329.547,2.03,Dur
4288,Tumbwe,27.38756797,-11.47262457,1336.032,0.77,Mi-dur
4289,Tumbwe,27.38737691,-11.47262436,1336.15,1.05,Dur
4290,Tumbwe,27.38503486,-11.47262238,1329.951,0.67,Terne
4291,Tumbwe,27.38650288,-11.47260874,1334.096,1.03,Dur
4292,Tumbwe,27.38734329,-11.47259773,1336.138,27.39,Dur
4293,Tumbwe,27.38500221,-11.47259086,1329.855,1.54,Dur
4294,Tumbwe,27.38643674,-11.47258282,1334.013,1.08,Dur
4295,Tumbwe,27.38642593,-11.47258269,1334.079,1.36,Dur
4296,Tumbwe,27.38750759,-11.47257648,1336.015,1.19,Dur
4297,Tumbwe,27.38498365,-11.47257115,1329.851,1.47,Dur
4298,Tumbwe,27.38640925,-11.47256857,1334.003,1.96,Dur
4299,Tumbwe,27.38729113,-11.47256307,1336.099,0.72,Terne
4300,Tumbwe,27.38638877,-11.47255678,1334.041,0.65,Terne
4301,Tumbwe,27.38653911,-11.4725559,1334.19,1.03,Dur
4302,Tumbwe,27.38577683,-11.47255565,1332.07,0.56,Terne
4303,Tumbwe,27.38746593,-11.47254787,1335.967,1.12,Dur
4304,Tumbwe,27.38725348,-11.47253673,1336.062,3.86,Dur
4305,Tumbwe,27.38635763,-11.4725309,1333.946,1.19,Dur
4306,Tumbwe,27.38493968,-11.47252869,1329.904,0.76,Mi-dur
4307,Tumbwe,27.38650097,-11.47252587,1334.368,1.19,Dur
4308,Tumbwe,27.38633399,-11.47251619,1333.847,1.78,Dur
4309,Tumbwe,27.38721926,-11.4725114,1336.096,1.77,Dur
4310,Tumbwe,27.38492026,-11.47250833,1329.712,45.19,Dur
4311,Tumbwe,27.3863124,-11.472504,1333.592,-0.79,Liquide
4312,Tumbwe,27.38718482,-11.47249065,1335.888,1.38,Dur
4313,Tumbwe,27.38628066,-11.47248053,1333.837,3.22,Dur
4314,Tumbwe,27.38488611,-11.47247812,1329.529,1.35,Dur
4315,Tumbwe,27.38657792,-11.47247143,1334.62,1.66,Dur
4316,Tumbwe,27.38736243,-11.47246835,1336.101,1.03,Dur
4317,Tumbwe,27.38651789,-11.47245735,1334.128,2.03,Dur
4318,Tumbwe,27.38625022,-11.47245495,1333.786,0.77,Mi-dur
4319,Tumbwe,27.38712932,-11.47245051,1336.013,1.05,Dur
4320,Tumbwe,27.38485283,-11.4724527,1329.607,0.67,Terne
4321,Tumbwe,27.38622971,-11.47243924,1333.646,1.03,Dur
4322,Tumbwe,27.38482857,-11.47243552,1329.594,27.39,Dur
4323,Tumbwe,27.38709064,-11.47243004,1336.011,1.54,Dur
4324,Tumbwe,27.3848059,-11.47241911,1329.717,1.08,Dur
4325,Tumbwe,27.38619315,-11.47241554,1333.7,1.36,Dur
4326,Tumbwe,27.3866285,-11.47241009,1334.828,1.19,Dur
4327,Tumbwe,27.38616976,-11.47240119,1333.353,1.47,Dur
4328,Tumbwe,27.38477197,-11.47239237,1329.434,1.96,Dur
4329,Tumbwe,27.38703585,-11.47238219,1335.774,0.72,Terne
4330,Tumbwe,27.38285335,-11.47238673,1329.162,0.65,Terne
4331,Tumbwe,27.38323152,-11.47238266,1329.197,1.03,Dur
4332,Tumbwe,27.38613272,-11.47237828,1333.623,0.56,Terne
4333,Tumbwe,27.38474921,-11.47237897,1329.551,1.12,Dur
4334,Tumbwe,27.38656203,-11.47237271,1334.616,3.86,Dur
4335,Tumbwe,27.38722276,-11.47236191,1335.803,1.19,Dur
4336,Tumbwe,27.38699816,-11.472357,1335.963,0.76,Mi-dur
4337,Tumbwe,27.38610102,-11.47235788,1333.9,1.19,Dur
4338,Tumbwe,27.38471232,-11.47235543,1329.229,1.78,Dur
4339,Tumbwe,27.38391351,-11.47235229,1328.835,1.77,Dur
4340,Tumbwe,27.38535052,-11.47234509,1331.136,45.19,Dur
4341,Tumbwe,27.38469096,-11.47233621,1329.183,-0.79,Liquide
4342,Tumbwe,27.38696813,-11.47233305,1335.849,1.38,Dur
4343,Tumbwe,27.38606122,-11.4723254,1333.679,3.22,Dur
4344,Tumbwe,27.3869459,-11.47231593,1335.897,1.35,Dur
4345,Tumbwe,27.38466825,-11.47231721,1329.379,1.66,Dur
4346,Tumbwe,27.38666472,-11.47231257,1335.033,1.03,Dur
4347,Tumbwe,27.38604118,-11.47231101,1333.417,2.03,Dur
4348,Tumbwe,27.38195649,-11.47231435,1329.532,0.77,Mi-dur
4349,Tumbwe,27.38712771,-11.47230243,1335.571,1.05,Dur
4350,Tumbwe,27.38689775,-11.47228889,1335.737,0.67,Terne
4351,Tumbwe,27.38601554,-11.47228957,1333.506,1.03,Dur
4352,Tumbwe,27.38463753,-11.47228447,1329.035,27.39,Dur
4353,Tumbwe,27.38599332,-11.47227622,1333.214,1.54,Dur
4354,Tumbwe,27.38671935,-11.47226775,1335.278,1.08,Dur
4355,Tumbwe,27.38402115,-11.47227034,1328.822,1.36,Dur
4356,Tumbwe,27.38461387,-11.47226587,1329.389,1.19,Dur
4357,Tumbwe,27.38595583,-11.47225743,1333.581,1.47,Dur
4358,Tumbwe,27.38593882,-11.47225032,1333.819,1.96,Dur
4359,Tumbwe,27.38683417,-11.47223985,1335.635,0.72,Terne
4360,Tumbwe,27.38590454,-11.47223172,1333.961,0.65,Terne
4361,Tumbwe,27.38680853,-11.47221957,1335.531,1.03,Dur
4362,Tumbwe,27.3858806,-11.47221858,1333.451,0.56,Terne
4363,Tumbwe,27.38664918,-11.47221381,1335.153,1.12,Dur
4364,Tumbwe,27.38585033,-11.47220571,1333.112,3.86,Dur
4365,Tumbwe,27.3845261,-11.47219621,1329.131,1.19,Dur
4366,Tumbwe,27.38582421,-11.47219117,1333.247,0.76,Mi-dur
4367,Tumbwe,27.38450907,-11.47218228,1329.185,1.19,Dur
4368,Tumbwe,27.38674258,-11.47217483,1335.324,1.78,Dur
4369,Tumbwe,27.38578691,-11.47216454,1333.166,1.77,Dur
4370,Tumbwe,27.38447454,-11.47215169,1328.847,45.19,Dur
4371,Tumbwe,27.38667379,-11.47213544,1335.474,-0.79,Liquide
4372,Tumbwe,27.38492423,-11.47213452,1330.203,1.38,Dur
4373,Tumbwe,27.38445007,-11.47213316,1329.146,3.22,Dur
4374,Tumbwe,27.38576369,-11.47213131,1333.175,1.35,Dur
4375,Tumbwe,27.38574464,-11.47210868,1332.678,1.66,Dur
4376,Tumbwe,27.38684009,-11.4721,1335.448,1.03,Dur
4377,Tumbwe,27.3844079,-11.47209726,1329.268,2.03,Dur
4378,Tumbwe,27.38572169,-11.47208923,1332.578,0.77,Mi-dur
4379,Tumbwe,27.38569719,-11.47207103,1332.802,1.05,Dur
4380,Tumbwe,27.38439733,-11.47206259,1328.809,0.67,Terne
4381,Tumbwe,27.38678248,-11.47205693,1335.112,1.03,Dur
4382,Tumbwe,27.38565928,-11.47204144,1332.711,27.39,Dur
4383,Tumbwe,27.38675029,-11.47203836,1335.107,1.54,Dur
4384,Tumbwe,27.3844206,-11.47202618,1329.023,1.08,Dur
4385,Tumbwe,27.3856266,-11.4720158,1332.604,1.36,Dur
4386,Tumbwe,27.38293197,-11.47201681,1329.35,1.19,Dur
4387,Tumbwe,27.38443585,-11.47200486,1329.16,1.47,Dur
4388,Tumbwe,27.38560842,-11.47200118,1332.568,1.96,Dur
4389,Tumbwe,27.38310224,-11.47198564,1329.276,0.72,Terne
4390,Tumbwe,27.38557516,-11.47197956,1332.682,0.65,Terne
4391,Tumbwe,27.38229445,-11.47198265,1329.517,1.03,Dur
4392,Tumbwe,27.3844648,-11.47197856,1329.002,0.56,Terne
4393,Tumbwe,27.38665705,-11.4719672,1335.053,1.12,Dur
4394,Tumbwe,27.38660972,-11.47193652,1334.97,3.86,Dur
4395,Tumbwe,27.38450799,-11.47193222,1329.467,1.19,Dur
4396,Tumbwe,27.38449793,-11.47192395,1329.269,0.76,Mi-dur
4397,Tumbwe,27.38657482,-11.47191261,1334.708,1.19,Dur
4398,Tumbwe,27.38448491,-11.47190799,1329.271,1.78,Dur
4399,Tumbwe,27.38397651,-11.4719044,1329.103,1.77,Dur
4400,Tumbwe,27.3844639,-11.47188561,1329.5,45.19,Dur
4401,Tumbwe,27.38651451,-11.47186673,1335.017,-0.79,Liquide
4402,Tumbwe,27.38443345,-11.47185232,1329.21,1.38,Dur
4403,Tumbwe,27.38648189,-11.47184284,1334.65,3.22,Dur
4404,Tumbwe,27.38441449,-11.47183105,1329.014,1.35,Dur
4405,Tumbwe,27.38643809,-11.47181283,1334.73,1.66,Dur
4406,Tumbwe,27.38439431,-11.47180763,1329.307,1.03,Dur
4407,Tumbwe,27.38639156,-11.47178353,1334.554,2.03,Dur
4408,Tumbwe,27.38437472,-11.47178593,1329.295,0.77,Mi-dur
4409,Tumbwe,27.38612394,-11.47176248,1335.474,1.05,Dur
4410,Tumbwe,27.38435565,-11.47176419,1329.298,0.67,Terne
4411,Tumbwe,27.38633251,-11.47174663,1334.548,1.03,Dur
4412,Tumbwe,27.3843335,-11.47173962,1329.376,27.39,Dur
4413,Tumbwe,27.38431157,-11.471717,1329.419,1.54,Dur
4414,Tumbwe,27.38628776,-11.47171389,1334.448,1.08,Dur
4415,Tumbwe,27.38624069,-11.47168288,1334.333,1.36,Dur
4416,Tumbwe,27.38428426,-11.47168453,1328.972,1.19,Dur
4417,Tumbwe,27.38426478,-11.47166248,1329.122,1.47,Dur
4418,Tumbwe,27.38263242,-11.47165095,1329.503,1.96,Dur
4419,Tumbwe,27.38618311,-11.4716429,1334.235,0.72,Terne
4420,Tumbwe,27.3842439,-11.47164095,1329.279,0.65,Terne
4421,Tumbwe,27.3861394,-11.47161644,1334.065,1.03,Dur
4422,Tumbwe,27.38421222,-11.47160968,1329.002,0.56,Terne
4423,Tumbwe,27.38419247,-11.47158963,1329.169,1.12,Dur
4424,Tumbwe,27.38609311,-11.47158309,1334.065,3.86,Dur
4425,Tumbwe,27.38335113,-11.47158454,1329.389,1.19,Dur
4426,Tumbwe,27.38417305,-11.47156822,1329.187,0.76,Mi-dur
4427,Tumbwe,27.38603193,-11.47154417,1334.003,1.19,Dur
4428,Tumbwe,27.3841435,-11.4715355,1328.805,1.78,Dur
4429,Tumbwe,27.38411554,-11.4715158,1328.92,1.77,Dur
4430,Tumbwe,27.38598835,-11.47151198,1333.855,45.19,Dur
4431,Tumbwe,27.38408672,-11.47149583,1329.04,-0.79,Liquide
4432,Tumbwe,27.38406142,-11.4714776,1329.26,1.38,Dur
4433,Tumbwe,27.38593469,-11.4714717,1333.774,3.22,Dur
4434,Tumbwe,27.3840395,-11.47145652,1329.372,1.35,Dur
4435,Tumbwe,27.38401911,-11.47143195,1329.311,1.66,Dur
4436,Tumbwe,27.38584557,-11.47140749,1333.696,1.03,Dur
4437,Tumbwe,27.38400216,-11.47140599,1329.262,2.03,Dur
4438,Tumbwe,27.38398416,-11.47137147,1328.924,0.77,Mi-dur
4439,Tumbwe,27.38578082,-11.47136027,1333.6,1.05,Dur
4440,Tumbwe,27.38398842,-11.47134786,1328.826,0.67,Terne
4441,Tumbwe,27.38573409,-11.47133151,1333.665,1.03,Dur
4442,Tumbwe,27.3839991,-11.47132142,1329.172,27.39,Dur
4443,Tumbwe,27.38297037,-11.47131926,1329.488,1.54,Dur
4444,Tumbwe,27.38401136,-11.47129649,1329.178,1.08,Dur
4445,Tumbwe,27.38567621,-11.47129045,1333.551,1.36,Dur
4446,Tumbwe,27.38565463,-11.47127603,1333.551,1.19,Dur
4447,Tumbwe,27.38402465,-11.47126923,1329.332,1.47,Dur
4448,Tumbwe,27.3855956,-11.47123379,1333.338,1.96,Dur
4449,Tumbwe,27.38403777,-11.4712282,1328.976,0.72,Terne
4450,Tumbwe,27.38556218,-11.47120985,1333.254,0.65,Terne
4451,Tumbwe,27.38525182,-11.47120309,1335.474,1.03,Dur
4452,Tumbwe,27.38404934,-11.471201,1329.25,0.56,Terne
4453,Tumbwe,27.38552852,-11.47118568,1333.295,1.12,Dur
4454,Tumbwe,27.38360003,-11.47118344,1329.503,3.86,Dur
4455,Tumbwe,27.38406409,-11.4711767,1329.474,1.19,Dur
4456,Tumbwe,27.38549223,-11.47116117,1333.298,0.76,Mi-dur
4457,Tumbwe,27.38407784,-11.47114982,1329.531,1.19,Dur
4458,Tumbwe,27.3854458,-11.47112724,1333.095,1.78,Dur
4459,Tumbwe,27.3840895,-11.4711207,1329.82,1.77,Dur
4460,Tumbwe,27.38540102,-11.47109657,1333.056,45.19,Dur
4461,Tumbwe,27.38410884,-11.47108246,1329.598,-0.79,Liquide
4462,Tumbwe,27.38535806,-11.47106528,1333.008,1.38,Dur
4463,Tumbwe,27.3841215,-11.47105715,1329.725,3.22,Dur
4464,Tumbwe,27.38531097,-11.47103342,1332.92,1.35,Dur
4465,Tumbwe,27.38413403,-11.47103464,1329.761,1.66,Dur
4466,Tumbwe,27.38527742,-11.47101006,1332.9,1.03,Dur
4467,Tumbwe,27.38413793,-11.47100931,1330.238,2.03,Dur
4468,Tumbwe,27.38524893,-11.47098764,1332.923,0.77,Mi-dur
4469,Tumbwe,27.38330833,-11.47098756,1329.473,1.05,Dur
4470,Tumbwe,27.38412152,-11.47098424,1330.215,0.67,Terne
4471,Tumbwe,27.38409621,-11.47096628,1330.088,1.03,Dur
4472,Tumbwe,27.38405579,-11.47093906,1329.736,27.39,Dur
4473,Tumbwe,27.38517399,-11.47093422,1333.005,1.54,Dur
4474,Tumbwe,27.38403087,-11.47092157,1330.041,1.08,Dur
4475,Tumbwe,27.38514091,-11.47091078,1332.67,1.36,Dur
4476,Tumbwe,27.38399788,-11.47089721,1329.702,1.19,Dur
4477,Tumbwe,27.38509625,-11.47087967,1332.583,1.47,Dur
4478,Tumbwe,27.38397586,-11.47087848,1329.687,1.96,Dur
4479,Tumbwe,27.38395238,-11.47085643,1329.847,0.72,Terne
4480,Tumbwe,27.38505597,-11.47084852,1332.557,0.65,Terne
4481,Tumbwe,27.38391205,-11.470827,1329.596,1.03,Dur
4482,Tumbwe,27.38499919,-11.47080935,1332.674,0.56,Terne
4483,Tumbwe,27.38388682,-11.47081025,1329.666,1.12,Dur
4484,Tumbwe,27.384961,-11.47078471,1332.409,3.86,Dur
4485,Tumbwe,27.38384892,-11.47078234,1329.616,1.19,Dur
4486,Tumbwe,27.38382727,-11.47076148,1329.518,0.76,Mi-dur
4487,Tumbwe,27.38492476,-11.47075578,1332.321,1.19,Dur
4488,Tumbwe,27.38379869,-11.47074728,1329.85,1.78,Dur
4489,Tumbwe,27.38489343,-11.47073609,1332.326,1.77,Dur
4490,Tumbwe,27.38376105,-11.47072416,1329.713,45.19,Dur
4491,Tumbwe,27.38485525,-11.47070846,1332.187,-0.79,Liquide
4492,Tumbwe,27.38372118,-11.47070022,1329.492,1.38,Dur
4493,Tumbwe,27.38369671,-11.47068545,1329.516,3.22,Dur
4494,Tumbwe,27.38481247,-11.47067092,1332.224,1.35,Dur
4495,Tumbwe,27.38367229,-11.47066852,1329.588,1.66,Dur
4496,Tumbwe,27.38363694,-11.47064036,1329.552,1.03,Dur
4497,Tumbwe,27.38474323,-11.47062273,1332.029,2.03,Dur
4498,Tumbwe,27.38361512,-11.47062205,1329.588,0.77,Mi-dur
4499,Tumbwe,27.3835853,-11.47058888,1329.397,1.05,Dur
4500,Tumbwe,27.3846533,-11.47056754,1332.252,0.67,Terne
4501,Tumbwe,27.38356268,-11.47056744,1329.753,1.03,Dur
4502,Tumbwe,27.38353304,-11.4705371,1329.481,27.39,Dur
4503,Tumbwe,27.384599,-11.47052286,1331.722,1.54,Dur
4504,Tumbwe,27.38351417,-11.4705165,1329.415,1.08,Dur
4505,Tumbwe,27.38454296,-11.47048664,1331.676,1.36,Dur
4506,Tumbwe,27.38348628,-11.47048499,1329.317,1.19,Dur
4507,Tumbwe,27.38450717,-11.47046304,1331.586,1.47,Dur
4508,Tumbwe,27.38446017,-11.47043047,1331.571,1.96,Dur
4509,Tumbwe,27.38441069,-11.47039396,1331.476,0.72,Terne
4510,Tumbwe,27.38432998,-11.47033348,1331.418,0.65,Terne
4511,Tumbwe,27.38423583,-11.47027075,1331.241,1.03,Dur
4512,Tumbwe,27.38413494,-11.47019701,1331.333,0.56,Terne
4513,Tumbwe,27.38406405,-11.47014683,1331.111,1.12,Dur
4514,Tumbwe,27.38375388,-11.47012137,1335.474,3.86,Dur
4515,Tumbwe,27.38400506,-11.47010363,1330.965,1.19,Dur
4516,Tumbwe,27.38394093,-11.47005899,1330.866,0.76,Mi-dur
4517,Tumbwe,27.3838913,-11.4700232,1330.777,1.19,Dur
4518,Tumbwe,27.38380773,-11.46996675,1330.966,1.78,Dur
4519,Tumbwe,27.39875802,-11.4793703,1353.555,1.77,Dur
4520,Tumbwe,27.39861045,-11.47815133,1353.132,45.19,Dur
4521,Tumbwe,27.39939522,-11.47675851,1353.387,-0.79,Liquide
4522,Tumbwe,27.39939421,-11.47675695,1353.397,1.38,Dur
4523,Tumbwe,27.39939421,-11.47675695,1353.397,3.22,Dur
4524,Tumbwe,27.37837151,-11.47583278,1329.69,1.35,Dur
4525,Tumbwe,27.39375011,-11.47580499,1344.609,1.66,Dur
4526,Tumbwe,27.39998719,-11.47520542,1353.123,1.03,Dur
4527,Tumbwe,27.39998719,-11.47520542,1353.123,2.03,Dur
4528,Tumbwe,27.39444442,-11.47464961,1348.4,0.77,Mi-dur
4529,Tumbwe,27.40055754,-11.47422592,1352.532,1.05,Dur
4530,Tumbwe,27.39071789,-11.47409546,1340.208,0.67,Terne
4531,Tumbwe,27.39513683,-11.47333966,1349.815,1.03,Dur
4532,Tumbwe,27.39616013,-11.47323445,1350.884,27.39,Dur
4533,Tumbwe,27.38552936,-11.47317258,1331.216,1.54,Dur
4534,Tumbwe,27.39789671,-11.47268324,1351.736,1.08,Dur
4535,Tumbwe,27.38555442,-11.47196524,1332.614,1.36,Dur
4536,Tumbwe,27.39214688,-11.47174189,1347.989,1.19,Dur
4537,Tumbwe,27.38827963,-11.47117015,1340.129,1.47,Dur
4538,Tumbwe,27.39014926,-11.47088197,1345.502,1.96,Dur
4539,Tumbwe,27.3834635,-11.4704372,1329.69,0.72,Terne
4540,Tumbwe,27.38622688,-11.47034272,1337.292,0.65,Terne
4541,Tumbwe,27.39377112,-11.47008334,1351.166,1.03,Dur
4542,Tumbwe,27.39050166,-11.4746607,1339.45,0.56,Terne
4543,Tumbwe,27.39033207,-11.47453234,1339.19,1.12,Dur
4544,Tumbwe,27.39088933,-11.47423478,1340.642,3.86,Dur
4545,Tumbwe,27.3906642,-11.47408416,1340.274,1.19,Dur
4546,Tumbwe,27.38390915,-11.47984064,1329.73,0.76,Mi-dur
4547,Tumbwe,27.38385824,-11.47979141,1329.44,1.19,Dur
4548,Tumbwe,27.38393047,-11.47971748,1329.614,1.78,Dur
4549,Tumbwe,27.38395722,-11.47966412,1329.549,1.77,Dur
4550,Tumbwe,27.38379975,-11.47953974,1329.117,45.19,Dur
4551,Tumbwe,27.38415723,-11.47940975,1329.817,-0.79,Liquide
4552,Tumbwe,27.38359596,-11.47937583,1328.34,1.38,Dur
4553,Tumbwe,27.38376639,-11.47935982,1328.911,3.22,Dur
4554,Tumbwe,27.38412345,-11.47935647,1329.764,1.35,Dur
4555,Tumbwe,27.3842472,-11.47931948,1329.939,1.66,Dur
4556,Tumbwe,27.38367453,-11.47929137,1328.732,1.03,Dur
4557,Tumbwe,27.38419309,-11.47927876,1329.706,2.03,Dur
4558,Tumbwe,27.38430182,-11.47923328,1329.911,0.77,Mi-dur
4559,Tumbwe,27.38418458,-11.47913011,1329.431,1.05,Dur
4560,Tumbwe,27.38416493,-11.47908894,1329.42,0.67,Terne
4561,Tumbwe,27.38408308,-11.47902206,1329.061,1.03,Dur
4562,Tumbwe,27.38676226,-11.47260867,1335.18,27.39,Dur
4563,Tumbwe,27.38681267,-11.47253949,1335.419,1.54,Dur
4564,Tumbwe,27.38660493,-11.47249106,1334.862,1.08,Dur
4565,Tumbwe,27.38665187,-11.47242564,1335.076,1.36,Dur
4566,Tumbwe,27.38550617,-11.47197521,1332.133,1.19,Dur
4567,Tumbwe,27.38548428,-11.47196059,1332.118,1.47,Dur
4568,Tumbwe,27.38544927,-11.4719363,1332.423,1.96,Dur
4569,Tumbwe,27.38542531,-11.47191932,1332.004,0.72,Terne
4570,Tumbwe,27.3854017,-11.47190299,1331.914,0.65,Terne
4571,Tumbwe,27.38537983,-11.47188979,1332.151,1.03,Dur
4572,Tumbwe,27.38535133,-11.47186706,1331.774,0.56,Terne
4573,Tumbwe,27.38533366,-11.47185186,1332.096,1.12,Dur
4574,Tumbwe,27.38531493,-11.47183585,1331.972,3.86,Dur
4575,Tumbwe,27.38529155,-11.47181996,1331.789,1.19,Dur
4576,Tumbwe,27.38525583,-11.47179268,1331.793,0.76,Mi-dur
4577,Tumbwe,27.38522035,-11.47176769,1331.852,1.19,Dur
4578,Tumbwe,27.38519463,-11.47174971,1331.452,1.78,Dur
4579,Tumbwe,27.38515382,-11.47172601,1331.538,1.77,Dur
4580,Tumbwe,27.38512979,-11.47170959,1331.539,45.19,Dur
4581,Tumbwe,27.38509271,-11.47168434,1331.639,-0.79,Liquide
4582,Tumbwe,27.38506857,-11.47166617,1331.597,1.38,Dur
4583,Tumbwe,27.38502651,-11.47164047,1331.481,3.22,Dur
4584,Tumbwe,27.38500033,-11.47162722,1331.323,1.35,Dur
